,"doc_std_name","doc_std_name_id","check","orbis_id","orbis_name","name_type_x","number_patents","elastic_score","levensthein_score","jaro_winkler_score","ratcliff_obershelp_score","pam_score","query","guo_bvd_id","guo_name"
314,"AZO VERWALTUNGS GMBH",788245,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",3,15,63,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
349,"OOO NPOB ORION VDM",14390055,"n","RU*110179984849","OOO ORION PHARMA","original",3,15,65,1,1,68,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
381,"JERICH AUSTRIA GMBH",1825970,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",3,14,60,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
382,"JERICH AUSTRIA GMBH",1825970,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",3,14,60,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
393,"CABLERUNNER AUSTRIA GMBH",820980,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",3,14,62,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
394,"CABLERUNNER AUSTRIA GMBH",820980,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",3,14,62,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
405,"AUSTRIA CARD GMBH",1648272,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",3,14,74,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
406,"AUSTRIA CARD GMBH",1648272,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",3,14,74,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
416,"GERMAN POOL HONG KONG LTD",11310152,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",3,14,61,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
423,"CLEAN LITHIUM CORP",23376886,"n","US149133933L","FMC-LITHIUM CORP","original",3,14,71,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
425,"ANDREAS MAIER GMBH & CO",6326448,"n","DE6190027631","ANDREAS MEYER-STRAÃƒÂŒÃƒÂ™E 31-35 GMBH","original",3,14,63,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
428,"DANFOSS NEW ZEALAND LTD",5249769,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",3,14,74,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
442,"SELECON NEW ZEALAND LTD",11010826,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",3,14,65,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
447,"PHILERA NEW ZEALAND LTD",833191,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",3,14,65,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
469,"VERNIX PHARMA AS",1877761,"n","NO967727970","ORION PHARMA AS","original",3,14,58,1,1,69,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
472,"SANA PHARMA AS",2097803,"n","NO967727970","ORION PHARMA AS","original",3,14,62,1,1,67,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
497,"Stinger Industries LLC",111100387,"n","US228178586L","FMC INDUSTRIES LLC","original",3,14,70,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
513,"R & D BIOPHARMACEUTICALS GMBH",1778546,"n","DE6190314269","BOEHRINGER INGELHEIM BIOPHARMACEUTICALS GMBH","original",3,14,70,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
514,"R & D BIOPHARMACEUTICALS GMBH",1778546,"n","DE6190314269","BOEHRINGER INGELHEIM BIOPHARMACEUTICALS GMBH","original",3,14,70,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
547,"TELEKOM DEUTSCHLAND GMBH",913512,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",3,13,69,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
550,"NOVELIS DEUTSCHLAND GMBH",609427,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",3,13,69,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
554,"BUCHMANN DEUTSCHLAND GMBH",195584,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",3,13,65,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
558,"INTERGRAPH DEUTSCHLAND GMBH",794738,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",3,13,66,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
619,"HELLA AUSTRALIA PTY LTD",275097,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,13,76,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
627,"JTL AUSTRALIA PTY LTD",4873355,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,13,79,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
632,"ARNOS AUSTRALIA PTY LTD",646898,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,13,84,1,1,71,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
670,"VITEL AUSTRALIA PTY LTD",22113991,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,13,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
674,"OPTIUM AUSTRALIA PTY LTD",167013,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,13,74,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
691,"QTECH PARTNERS LLC",23465360,"n","US266514512L","FMC PARTNERS LLC","original",3,13,71,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
742,"GEAR AUSTRALIA PTY LTD C",696166,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,12,74,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
745,"SEALED AIR AUSTRALIA PTY LTD",4871923,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,12,76,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
748,"NAT ICT AUSTRALIA PTY LTD",1968950,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",3,12,72,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
750,"AGRICULTURAL PRODUCTS INC",665165,"n","US200935335L","FMC AGRICULTURAL PRODUCTS GROUP","original",3,11,82,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
754,"AVALON NORWAY AS",18252849,"n","NO929514173","ALCOA NORWAY ANS","original",3,11,69,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
755,"AVALON NORWAY AS",18252849,"n","NO929514173","ALCOA NORWAY ANS","original",3,11,69,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
756,"AVALON NORWAY AS",18252849,"n","NO929514173","ALCOA NORWAY ANS","original",3,11,69,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
766,"ADN INTERNATIONAL LLC",4575235,"n","US319116437L","FMC INTERNATIONAL LLC","original",3,11,86,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
798,"MEDCO INTERNATIONAL LLC",4062172,"n","US319116437L","FMC INTERNATIONAL LLC","original",3,11,77,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
800,"ILLA INTERNATIONAL LLC",2605786,"n","US319116437L","FMC INTERNATIONAL LLC","original",3,11,84,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
809,"ISCO INTERNATIONAL LLC",526412,"n","US319116437L","FMC INTERNATIONAL LLC","original",3,11,79,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
819,"ALWIN MANUFACTURING CO INC",19566186,"n","US149205232L","DELAVAL MANUFACTURING INC","original",3,11,78,1,1,66,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
822,"ACE/AVANT CONCRETE CONSTRUCTION CO INC",23875571,"n","US127920150L","ALCOA CONCRETE CONSTRUCTION","original",3,11,77,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
823,"ACE/AVANT CONCRETE CONSTRUCTION CO INC",23875571,"n","US127920150L","ALCOA CONCRETE CONSTRUCTION","original",3,11,77,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
840,"VITALAIRE CANADA INC",21212541,"n","CA132729908L","MERIAL CANADA INC","original",3,11,76,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
841,"VITALAIRE CANADA INC",21212541,"n","CA132729908L","MERIAL CANADA INC","original",3,11,76,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
844,"WEIR CANADA INC",4570656,"n","CA133235658L","MERIAL CANADA INC","original",3,11,81,1,1,69,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
845,"WEIR CANADA INC",4570656,"n","CA133235658L","MERIAL CANADA INC","original",3,11,81,1,1,69,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
870,"METRO MACHINE CORP",1337946,"n","US131020974L","FOOD MACHINE CORP","original",3,11,69,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
904,"AMTEK RES INTERNATIONAL LLC",2016356,"n","US319116437L","FMC INTERNATIONAL LLC","original",3,10,79,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
922,"ISOTEC INTERNATIONAL INC",2456482,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",3,10,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
933,"MARKEN INTERNATIONAL INC",2684619,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",3,10,84,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
936,"OTS INTERNATIONAL INC",4220320,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",3,10,85,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
949,"ON INTERNATIONAL INC",3496154,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",3,10,83,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
958,"JOBAR INTERNATIONAL INC",2876679,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",3,10,78,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1001,"TRAVELPRO INTERNATIONAL INC",930771,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",3,10,79,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
5,"VENIAM UNIPESSOAL LDA",22798864,"n","PT508907365","ORIONFIN , UNIPESSOAL , LDA","original",2,21,64,1,1,70,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
6,"HANDGO UNIPESSOAL LDA",21117875,"n","PT508907365","ORIONFIN , UNIPESSOAL , LDA","original",2,21,64,1,1,70,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
11,"SB PHARMO PUERTO RICO INC",3974592,"n","US170280603L","FMC PUERTO RICO","original",2,21,65,1,1,79,"restricted_to_jurisdiction","US940479804","FMC CORP"
16,"CLG INVERSIONES SL",892776,"n","ESB85947380","ALCOA SAUDI ROLLING INVERSIONES SL","original",2,21,62,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
17,"CLG INVERSIONES SL",892776,"n","ESB85947380","ALCOA SAUDI ROLLING INVERSIONES SL","original",2,21,62,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
25,"SB PHARMCO PUERTO RICO INC AND",3454816,"n","US170280603L","FMC PUERTO RICO","original",2,19,62,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
33,"Basel Poliolefine Italia s.r.l.",110889597,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",2,18,58,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
34,"Basel Poliolefine Italia s.r.l.",110889597,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",2,18,58,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
41,"Basell Polyolefine Italia s.r.l",111615398,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",2,18,60,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
42,"Basell Polyolefine Italia s.r.l",111615398,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",2,18,60,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
55,"CROMOTECNICA MEXICO SA DE CV",1062061,"n","MXFME651206SI6","FMC DE MEXICO SA","original",2,18,59,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
56,"VAM MEXICO SA DE CV",389527,"n","MXFME651206SI6","FMC DE MEXICO SA","original",2,18,69,1,1,73,"restricted_to_jurisdiction","US940479804","FMC CORP"
60,"PROSERV NORGE AS",19081292,"n","NO979964625","METABO NORGE AS","original",2,18,52,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
68,"TECHNIP NORGE AS",18662292,"n","NO979964625","METABO NORGE AS","original",2,18,52,1,1,70,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
70,"ALCOA WORLD ALUMINA AUSTRALIA",17987877,"n","AU004879298","ALCOA AUSTRALIA LIMITED","original",2,18,69,1,1,74,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
71,"ALCOA WORLD ALUMINA AUSTRALIA",17987877,"n","AU004879298","ALCOA AUSTRALIA LIMITED","original",2,18,69,1,1,74,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
72,"UNI ELEKTRA GMBH",9605832,"n","DE7330773811","ELEKTRA BECKUM GMBH","original",2,18,69,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
75,"SC ZUBLIN ROMANIA SRL",13979191,"n","RO28760766","ORION PHARMA ROMANIA SRL","original",2,17,49,1,1,66,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
88,"TELENOR SVERIGE AB",14458970,"n","SE5565470258","METABO SVERIGE AB","original",2,17,57,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
89,"TRIONIC SVERIGE AB",255847,"n","SE5565470258","METABO SVERIGE AB","original",2,17,57,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
90,"NANOLITH SVERIGE AB",18346357,"n","SE5565470258","METABO SVERIGE AB","original",2,17,72,1,1,75,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
106,"ORION YHTYMAE OY",87200,"n","FI16022597","ORION EXPORT OY","original",2,17,52,1,1,71,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
109,"NICCONS ITALY SRL",11901998,"n","IT03458890963","DUPONT NUTRITION ITALY SRL","original",2,17,65,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
113,"ALUMINA MICRO LLC",944022,"n","US262468574L","ALCOA WORLD ALUMINA LLC","original",2,17,65,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
127,"GREENERGY INDIA PRIVATE LTD",36898,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",2,16,69,1,1,73,"restricted_to_jurisdiction","US940479804","FMC CORP"
133,"NEXTENDERS INDIA PRIVATE LTD",108395,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",2,16,68,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
140,"BNS CONSENT NORGE AS",13814223,"n","NO979964625","METABO NORGE AS","original",2,16,63,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
146,"Glanbia Nutritionals Ireland Limited",105974272,"n","IE316925","BOEHRINGER INGELHEIM IRELAND LIMITED","original",2,16,53,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
147,"RABIT JOINT VENTURE LTD",999386,"n","AU*861044053","SPENT POTLINING JOINT VENTURE","original",2,16,65,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
153,"KARE HONG KONG LTD",3826600,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,62,1,1,73,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
154,"EASTCOLIGHT HONG KONG LTD",2743726,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,53,1,1,69,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
155,"POLYTEK HONG KONG LTD",10959407,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,67,1,1,73,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
157,"UTAC HONG KONG LTD",4254942,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,71,1,1,74,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
168,"HONG KONG CSL LTD",371547,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,63,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
170,"SALTON HONG KONG LTD",11001672,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,73,1,1,76,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
172,"NEC HONG KONG LTD",21204463,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,73,1,1,77,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
173,"GREENSTAR HONG KONG LTD",18135649,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,55,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
175,"GS1 HONG KONG LTD",17222335,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,16,63,1,1,73,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
189,"AT WORK SVERIGE AB",14455206,"n","SE5565470258","METABO SVERIGE AB","original",2,16,69,1,1,75,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
193,"NY KRAFT SVERIGE AB",2074734,"n","SE5565470258","METABO SVERIGE AB","original",2,16,67,1,1,72,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
195,"INFOQUEST GROUP SVERIGE AB",17318925,"n","SE5565470258","METABO SVERIGE AB","original",2,16,60,1,1,70,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
201,"NCC CONSTRUCTION SVERIGE AB",1966708,"n","SE5565470258","METABO SVERIGE AB","original",2,16,59,1,1,68,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
202,"RENSA ENTREPRENAD SVERIGE AB",21186698,"n","SE5565470258","METABO SVERIGE AB","original",2,16,62,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
203,"LIN PRO SVERIGE AB",19228325,"n","SE5565470258","METABO SVERIGE AB","original",2,16,69,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
211,"NOCUT I SVERIGE AB",1917670,"n","SE5565470258","METABO SVERIGE AB","original",2,16,69,1,1,74,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
220,"Ciba Specialty Chemiclas Corporation",108711460,"n","US273105713L","FMC SPECIALTY ALKALI CORPORATION","original",2,15,74,1,1,77,"restricted_to_jurisdiction","US940479804","FMC CORP"
235,"HTC BETEILIGUNGS GMBH",173004,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,77,1,1,78,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
236,"HTC BETEILIGUNGS GMBH",173004,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,77,1,1,78,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
263,"MN-BETEILIGUNGS-GMBH",23572813,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,75,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
264,"MN-BETEILIGUNGS-GMBH",23572813,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,75,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
271,"PEWO BETEILIGUNGS GMBH",23965554,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,72,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
272,"PEWO BETEILIGUNGS GMBH",23965554,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,72,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
273,"MN BETEILIGUNGS GMBH",1933078,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",2,15,58,1,1,67,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
279,"MC BETEILIGUNGS GMBH",20691603,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,75,1,1,77,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
280,"MC BETEILIGUNGS GMBH",20691603,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",2,15,75,1,1,77,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
286,"TD VERWALTUNGS GMBH",115810,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",2,15,61,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
297,"ELSPRO VERWALTUNGS GMBH",18753068,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",2,15,63,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
301,"LABOTECT VERWALTUNGS GMBH",874703,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",2,15,61,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
327,"IPENGINE MAN INDIA PRIVATE LTD",23285845,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",2,15,65,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
333,"OCTAPHARMA BIOPHARMACEUTICALS GMBH",1935774,"n","DE2-164519","BOEHRINGER LNGELHEIM BIOPHARMACEUTICALS GMBH","original",2,15,67,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
340,"SHFL ENTERTAINMENT AUSTRALASIA PTY LTD",19285435,"n","AU095326891","FMC AUSTRALASIA PTY LTD","original",2,15,69,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
350,"DEL MONTE PHILIPPINES INC",22768353,"n","PHA199715319","MERIAL PHILIPPINES INC","original",2,15,77,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
361,"ECOTHERM AUSTRIA GMBH",2132506,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,67,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
362,"ECOTHERM AUSTRIA GMBH",2132506,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,67,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
369,"RUWIDO AUSTRIA GMBH",4774351,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,60,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
370,"RUWIDO AUSTRIA GMBH",4774351,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,60,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
373,"BORBET AUSTRIA GMBH",18210575,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,65,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
374,"BORBET AUSTRIA GMBH",18210575,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,65,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
387,"RANIT AUSTRIA GMBH",2159096,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,62,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
388,"RANIT AUSTRIA GMBH",2159096,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",2,14,62,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
411,"SELECT JEWELRY INC",740662,"n","US133373736L","MERIAL SELECT INC","original",2,14,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
412,"SELECT JEWELRY INC",740662,"n","US133373736L","MERIAL SELECT INC","original",2,14,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
417,"SEA PROFIT HONG KONG LTD",969596,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",2,14,71,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
435,"CLECO NEW ZEALAND LTD",2846709,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",2,14,77,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
446,"RHEEM NEW ZEALAND LTD",13833704,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",2,14,68,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
450,"HORPHAG RES LUXEMBOURG HOLDINGS SA",4309539,"n","LULB189601","FMC LUXEMBOURG HOLDINGS SARL","original",2,14,71,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
457,"NIKKISO EUROPE GMBH",24199560,"n","DE2151608511","HILITE EUROPE HOLDING GMBH","original",2,14,67,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
473,"ARCORAL PHARMA AS",18777910,"n","NO967727970","ORION PHARMA AS","original",2,14,62,1,1,67,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
474,"CLAVIS PHARMA AS",202778,"n","NO967727970","ORION PHARMA AS","original",2,14,71,1,1,68,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
475,"HAL INC",16877748,"n","US148181921L","HAL CO","original",2,14,46,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
476,"HAL INC",16877748,"n","US148181921L","HAL CO","original",2,14,46,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
